Day #,Wall Street Crash,73-74 Market Crash,Black Monday,Dot Com Bubble,Financial Crisis,Corona Virus
Day 4181,19.049999,,,,,
Day 4182,18.93,,,,,
Day 4183,18.82,,,,,
Day 4184,18.809999,,,,,
Day 4185,18.82,,,,,
Day 4186,18.85,,,,,
Day 4187,18.65,,,,,
Day 4188,18.690001,,,,,
Day 4189,18.799999,,,,,
Day 4190,18.790001,,,,,
Day 4191,18.809999,,,,,
Day 4192,18.549999,,,,,
Day 4193,18.440001,,,,,
Day 4194,18.030001,,,,,
Day 4195,18.23,,,,,
Day 4196,18.27,,,,,
Day 4197,18.139999,,,,,
Day 4198,18.110001,,,,,
Day 4199,18.389999,,,,,
Day 4200,18.43,,,,,
Day 4201,18.540001,,,,,
Day 4202,18.530001,,,,,
Day 4203,18.49,,,,,
Day 4204,18.43,,,,,
Day 4205,18.360001,,,,,
Day 4206,18.459999,,,,,
Day 4207,18.49,,,,,
Day 4208,18.389999,,,,,
Day 4209,18.27,,,,,
Day 4210,17.950001,,,,,
Day 4211,17.969999,,,,,
Day 4212,18.07,,,,,
Day 4213,18.040001,,,,,
Day 4214,17.98,,,,,
Day 4215,17.93,,,,,
Day 4216,17.389999,,,,,
Day 4217,17.41,,,,,
Day 4218,17.5,,,,,
Day 4219,17.6,,,,,
Day 4220,17.66,,,,,
Day 4221,17.76,,,,,
Day 4222,17.959999,,,,,
Day 4223,18.01,,,,,
Day 4224,18.02,,,,,
Day 4225,17.91,,,,,
Day 4226,17.860001,,,,,
Day 4227,18.030001,,,,,
Day 4228,18.110001,,,,,
Day 4229,18.049999,,,,,
Day 4230,18.08,,,,,
Day 4231,18.23,,,,,
Day 4232,18.200001,,,,,
Day 4233,17.99,,,,,
Day 4234,17.84,,,,,
Day 4235,17.809999,,,,,
Day 4236,17.91,,,,,
Day 4237,17.74,,,,,
Day 4238,17.559999,,,,,
Day 4239,17.58,,,,,
Day 4240,17.469999,,,,,
Day 4241,16.92,,,,,
Day 4242,16.73,,,,,
Day 4243,16.76,,,,,
Day 4244,16.65,,,,,
Day 4245,15,,,,,
Day 4246,15.46,,,,,
Day 4247,15.99,,,,,
Day 4248,15.84,,,,,
Day 4249,15.01,,,,,
Day 4250,14.59,,,,,
Day 4251,15.05,,,,,
Day 4252,15.02,,,,,
Day 4253,15.31,,,,,
Day 4254,15.4,,,,,
Day 4255,15.28,,,,,
Day 4256,14.8,,,,,
Day 4257,14.33,,,,,
Day 4258,14.69,,,,,
Day 4259,14.41,,,,,
Day 4260,14.72,,,,,
Day 4261,15.1,,,,,
Day 4262,15.27,,,,,
Day 4263,15.11,,,,,
Day 4264,14.96,,,,,
Day 4265,14.92,,,,,
Day 4266,15,,,,,
Day 4267,14.98,,,,,
Day 4268,14.81,,,,,
Day 4269,14.7,,,,,
Day 4270,14.53,,,,,
Day 4271,14.12,,,,,
Day 4272,14.33,,,,,
Day 4273,14.63,,,,,
Day 4274,14.71,,,,,
Day 4275,15.3,,,,,
Day 4276,15.24,,,,,
Day 4277,15.01,,,,,
Day 4278,14.97,,,,,
Day 4279,15,,,,,
Day 4280,14.88,,,,,
Day 4281,14.77,,,,,
Day 4282,14.78,,,,,
Day 4283,14.7,,,,,
Day 4284,14.39,,,,,
Day 4285,14.26,,,,,
Day 4286,14.32,,,,,
Day 4287,14.84,,,,,
Day 4288,15.07,,,,,
Day 4289,15.33,,,,,
Day 4290,14.67,,,,,
Day 4291,14.79,,,,,
Day 4292,14.85,,,,,
Day 4293,14.94,,,,,
Day 4294,14.81,,,,,
Day 4295,14.89,,,,,
Day 4296,14.73,,,,,
Day 4297,14.58,,,,,
Day 4298,14.57,,,,,
Day 4299,14.46,,,,,
Day 4300,14.21,,,,,
Day 4301,14.13,,,,,
Day 4302,14.31,,,,,
Day 4303,14.45,,,,,
Day 4304,14.55,,,,,
Day 4305,14.68,,,,,
Day 4306,14.44,,,,,
Day 4307,14.49,,,,,
Day 4308,14.72,,,,,
Day 4309,14.64,,,,,
Day 4310,14.7,,,,,
Day 4311,15.32,,,,,
Day 4312,15.32,,,,,
Day 4313,15.36,,,,,
Day 4314,15.15,,,,,
Day 4315,15.17,,,,,
Day 4316,15.24,,,,,
Day 4317,15.18,,,,,
Day 4318,15.21,,,,,
Day 4319,15.45,,,,,
Day 4320,15.5,,,,,
Day 4321,15.41,,,,,
Day 4322,15.37,,,,,
Day 4323,15.21,,,,,
Day 4324,15.19,,,,,
Day 4325,15.17,,,,,
Day 4326,15.3,,,,,
Day 4327,15.2,,,,,
Day 4328,15.26,,,,,
Day 4329,15.44,,,,,
Day 4330,15.32,,,,,
Day 4331,15.41,,,,,
Day 4332,15.44,,,,,
Day 4333,15.24,,,,,
Day 4334,14.8,,,,,
Day 4335,14.87,,,,,
Day 4336,14.77,,,,,
Day 4337,14.78,,,,,
Day 4338,15.07,,,,,
Day 4339,15.02,,,,,
Day 4340,14.97,,,,,
Day 4341,15.04,,,,,
Day 4342,15.19,,,,,
Day 4343,15.21,,,,,
Day 4344,15.34,,,,,
Day 4345,15.47,,,,,
Day 4346,15.65,,,,,
Day 4347,15.6,,,,,
Day 4348,15.66,,,,,
Day 4349,15.8,,,,,
Day 4350,15.83,,,,,
Day 4351,15.92,,,,,
Day 4352,15.86,,,,,
Day 4353,16.120001,,,,,
Day 4354,16.049999,,,,,
Day 4355,16.139999,,,,,
Day 4356,15.93,,,,,
Day 4357,15.86,,,,,
Day 4358,15.88,,,,,
Day 4359,15.88,,,,,
Day 4360,15.69,,,,,
Day 4361,15.72,,,,,
Day 4362,15.8,,,,,
Day 4363,15.67,,,,,
Day 4364,15.47,,,,,
Day 4365,15.3,,,,,
Day 4366,15.48,,,,,
Day 4367,15.43,,,,,
Day 4368,15.41,,,,,
Day 4369,15.41,,,,,
Day 4370,15.59,,,,,
Day 4371,15.65,,,,,
Day 4372,15.16,,,,,
Day 4373,15.01,,,,,
Day 4374,14.88,,,,,
Day 4375,14.97,,,,,
Day 4376,14.93,,,,,
Day 4377,14.78,,,,,
Day 4378,14.82,,,,,
Day 4379,15.01,,,,,
Day 4380,15.08,,,,,
Day 4381,15.07,,,,,
Day 4382,15.25,,,,,
Day 4383,15.11,,,,,
Day 4384,15.02,,,,,
Day 4385,15.23,,,,,
Day 4386,15.4,,,,,
Day 4387,15.33,,,,,
Day 4388,15.17,,,,,
Day 4389,15.23,,,,,
Day 4390,15.22,,,,,
Day 4391,15.18,,,,,
Day 4392,15.05,,,,,
Day 4393,14.83,,,,,
Day 4394,14.82,,,,,
Day 4395,14.83,,,,,
Day 4396,14.72,,,,,
Day 4397,14.14,,,,,
Day 4398,14.15,,,,,
Day 4399,14.29,,,,,
Day 4400,14.27,,,,,
Day 4401,14.09,,,,,
Day 4402,14.45,,,,,
Day 4403,14.56,,,,,
Day 4404,14.58,,,,,
Day 4405,14.49,,,,,
Day 4406,14.39,,,,,
Day 4407,14.37,,,,,
Day 4408,14.4,,,,,
Day 4409,14.58,,,,,
Day 4410,14.69,,,,,
Day 4411,14.79,,,,,
Day 4412,14.85,,,,,
Day 4413,14.69,,,,,
Day 4414,14.68,,,,,
Day 4415,14.6,,,,,
Day 4416,14.63,,,,,
Day 4417,14.46,,,,,
Day 4418,14.15,,,,,
Day 4419,14.11,,,,,
Day 4420,14.24,,,,,
Day 4421,13.96,,,,,
Day 4422,13.77,,,,,
Day 4423,13.83,,,,,
Day 4424,14.09,,,,,
Day 4425,14.19,,,,,
Day 4426,14,,,,,
Day 4427,14.14,,,,,
Day 4428,14.12,,,,,
Day 4429,14.34,,,,,
Day 4430,14.45,,,,,
Day 4431,14.3,,,,,
Day 4432,14.5,,,,,
Day 4433,14.4,,,,,
Day 4434,14.39,,,,,
Day 4435,14.5,,,,,
Day 4436,14.42,,,,,
Day 4437,14.56,,,,,
Day 4438,14.9,,,,,
Day 4439,14.82,,,,,
Day 4440,14.98,,,,,
Day 4441,15.02,,,,,
Day 4442,14.96,,,,,
Day 4443,14.96,,,,,
Day 4444,15.14,,,,,
Day 4445,15.16,,,,,
Day 4446,15.24,,,,,
Day 4447,14.94,,,,,
Day 4448,15.06,,,,,
Day 4449,15.12,,,,,
Day 4450,15.12,,,,,
Day 4451,15.21,,,,,
Day 4452,15.46,,,,,
Day 4453,15.44,,,,,
Day 4454,15.6,,,,,
Day 4455,15.61,,,,,
Day 4456,15.67,,,,,
Day 4457,15.52,,,,,
Day 4458,15.68,,,,,
Day 4459,15.87,,,,,
Day 4460,15.96,,,,,
Day 4461,15.93,,,,,
Day 4462,15.92,,,,,
Day 4463,15.75,,,,,
Day 4464,15.85,,,,,
Day 4465,15.8,,,,,
Day 4466,15.87,,,,,
Day 4467,15.95,,,,,
Day 4468,16.120001,,,,,
Day 4469,16.08,,,,,
Day 4470,15.94,,,,,
Day 4471,15.59,,,,,
Day 4472,15.52,,,,,
Day 4473,15.76,,,,,
Day 4474,15.8,,,,,
Day 4475,15.62,,,,,
Day 4476,15.67,,,,,
Day 4477,15.62,,,,,
Day 4478,15.64,,,,,
Day 4479,15.43,,,,,
Day 4480,15.33,,,,,
Day 4481,15.43,,,,,
Day 4482,15.52,,,,,
Day 4483,15.47,,,,,
Day 4484,15.58,,,,,
Day 4485,15.5,,,,,
Day 4486,15.46,,,,,
Day 4487,15.39,,,,,
Day 4488,15.43,,,,,
Day 4489,15.45,,,,,
Day 4490,15.23,,,,,
Day 4491,15.23,,,,,
Day 4492,15.25,,,,,
Day 4493,15.22,,,,,
Day 4494,15.32,,,,,
Day 4495,15.37,,,,,
Day 4496,15.33,,,,,
Day 4497,15.14,,,,,
Day 4498,15.1,,,,,
Day 4499,14.86,,,,,
Day 4500,14.89,,,,,
Day 4501,15.03,,,,,
Day 4502,15.04,,,,,
Day 4503,14.99,,,,,
Day 4504,14.93,,,,,
Day 4505,15.07,,,,,
Day 4506,15.27,,,,,
Day 4507,15.21,,,,,
Day 4508,15.2,,,,,
Day 4509,15.18,,,,,
Day 4510,14.93,,,,,
Day 4511,14.99,,,,,
Day 4512,14.9,,,,,
Day 4513,14.85,,,,,
Day 4514,14.94,,,,,
Day 4515,15.11,,,,,
Day 4516,15.16,,,,,
Day 4517,15.17,,,,,
Day 4518,15.24,,,,,
Day 4519,15.28,,,,,
Day 4520,15.28,,,,,
Day 4521,15.16,,,,,
Day 4522,15.26,,,,,
Day 4523,15.29,,,,,
Day 4524,15.55,,,,,
Day 4525,15.59,,,,,
Day 4526,15.57,,,,,
Day 4527,15.58,,,,,
Day 4528,15.79,,,,,
Day 4529,15.76,,,,,
Day 4530,15.69,,,,,
Day 4531,15.7,,,,,
Day 4532,15.5,,,,,
Day 4533,15.53,,,,,
Day 4534,15.54,,,,,
Day 4535,15.49,,,,,
Day 4536,15.33,,,,,
Day 4537,15.43,,,,,
Day 4538,15.46,,,,,
Day 4539,15.34,,,,,
Day 4540,15.34,,,,,
Day 4541,15.31,,,,,
Day 4542,15.37,,,,,
Day 4543,15.31,,,,,
Day 4544,15.16,,,,,
Day 4545,15.19,,,,,
Day 4546,15.19,,,,,
Day 4547,15.3,,,,,
Day 4548,15.34,,,,,
Day 4549,15.41,,,,,
Day 4550,15.33,,,,,
Day 4551,15.24,,,,,
Day 4552,15.2,,,,,
Day 4553,15.13,,,,,
Day 4554,14.98,,,,,
Day 4555,15.07,,,,,
Day 4556,15.09,,,,,
Day 4557,14.95,,,,,
Day 4558,14.86,,,,,
Day 4559,14.63,,,,,
Day 4560,14.77,,,,,
Day 4561,14.82,,,,,
Day 4562,14.84,,,,,
Day 4563,14.83,,,,,
Day 4564,14.94,,,,,
Day 4565,15.11,,,,,
Day 4566,15.09,,,,,
Day 4567,15.12,,,,,
Day 4568,15.07,,,,,
Day 4569,15.12,,,,,
Day 4570,15.2,,,,,
Day 4571,15.26,,,,,
Day 4572,15.25,,,,,
Day 4573,15.12,,,,,
Day 4574,15.04,,,,,
Day 4575,15.22,,,,,
Day 4576,15.3,,,,,
Day 4577,15.34,,,,,
Day 4578,15.2,,,,,
Day 4579,15.15,,,,,
Day 4580,15.23,,,,,
Day 4581,15.31,,,,,
Day 4582,15.23,,,,,
Day 4583,15.17,,,,,
Day 4584,14.95,,,,,
Day 4585,14.95,,,,,
Day 4586,14.88,,,,,
Day 4587,14.87,,,,,
Day 4588,14.7,,,,,
Day 4589,14.71,,,,,
Day 4590,14.54,,,,,
Day 4591,14.42,,,,,
Day 4592,14.35,,,,,
Day 4593,14.32,,,,,
Day 4594,14.34,,,,,
Day 4595,14.49,,,,,
Day 4596,14.65,,,,,
Day 4597,14.68,,,,,
Day 4598,14.71,,,,,
Day 4599,14.62,,,,,
Day 4600,14,,,,,
Day 4601,14.2,,,,,
Day 4602,14.19,,,,,
Day 4603,14.31,,,,,
Day 4604,13.89,,,,,
Day 4605,13.88,,,,,
Day 4606,13.85,,,,,
Day 4607,14.04,,,,,
Day 4608,14.04,,,,,
Day 4609,14.05,,,,,
Day 4610,14.02,,,,,
Day 4611,13.96,,,,,
Day 4612,14,,,,,
Day 4613,14.07,,,,,
Day 4614,13.98,,,,,
Day 4615,13.93,,,,,
Day 4616,14.07,,,,,
Day 4617,14.16,,,,,
Day 4618,14.17,,,,,
Day 4619,14.08,,,,,
Day 4620,14.11,,,,,
Day 4621,14.04,,,,,
Day 4622,13.95,,,,,
Day 4623,14.01,,,,,
Day 4624,13.99,,,,,
Day 4625,13.99,,,,,
Day 4626,14.06,,,,,
Day 4627,13.84,,,,,
Day 4628,13.95,,,,,
Day 4629,14.03,,,,,
Day 4630,14.32,,,,,
Day 4631,14.7,,,,,
Day 4632,14.7,,,,,
Day 4633,14.69,,,,,
Day 4634,14.75,,,,,
Day 4635,14.7,,,,,
Day 4636,14.87,,,,,
Day 4637,15.08,,,,,
Day 4638,15.12,,,,,
Day 4639,15.15,,,,,
Day 4640,15.18,,,,,
Day 4641,15.28,,,,,
Day 4642,15.23,,,,,
Day 4643,15.27,,,,,
Day 4644,15.29,,,,,
Day 4645,15.28,,,,,
Day 4646,15.3,,,,,
Day 4647,15.28,,,,,
Day 4648,15.38,,,,,
Day 4649,15.43,,,,,
Day 4650,15.47,,,,,
Day 4651,15.46,,,,,
Day 4652,15.54,,,,,
Day 4653,15.68,,,,,
Day 4654,15.78,,,,,
Day 4655,15.54,,,,,
Day 4656,15.55,,,,,
Day 4657,15.57,,,,,
Day 4658,15.52,,,,,
Day 4659,15.48,,,,,
Day 4660,15.6,,,,,
Day 4661,15.59,,,,,
Day 4662,15.5,,,,,
Day 4663,15.63,,,,,
Day 4664,15.72,,,,,
Day 4665,15.81,,,,,
Day 4666,15.86,,,,,
Day 4667,15.88,,,,,
Day 4668,16,,,,,
Day 4669,16.389999,,,,,
Day 4670,16.610001,,,,,
Day 4671,16.389999,,,,,
Day 4672,16.370001,,,,,
Day 4673,16.459999,,,,,
Day 4674,16.5,,,,,
Day 4675,16.540001,,,,,
Day 4676,16.530001,,,,,
Day 4677,16.68,,,,,
Day 4678,16.68,,,,,
Day 4679,16.690001,,,,,
Day 4680,16.74,,,,,
Day 4681,16.76,,,,,
Day 4682,16.719999,,,,,
Day 4683,16.59,,,,,
Day 4684,16.540001,,,,,
Day 4685,16.82,,,,,
Day 4686,16.889999,,,,,
Day 4687,16.9,,,,,
Day 4688,16.950001,,,,,
Day 4689,16.969999,,,,,
Day 4690,17.059999,,,,,
Day 4691,17.01,,,,,
Day 4692,16.99,,,,,
Day 4693,16.959999,,,,,
Day 4694,16.790001,,,,,
Day 4695,16.76,,,,,
Day 4696,16.93,,,,,
Day 4697,16.889999,,,,,
Day 4698,16.83,,,,,
Day 4699,16.610001,,,,,
Day 4700,16.690001,,,,,
Day 4701,16.74,,,,,
Day 4702,16.700001,,,,,
Day 4703,16.85,,,,,
Day 4704,16.85,,,,,
Day 4705,16.790001,,,,,
Day 4706,16.809999,,,,,
Day 4707,16.92,,,,,
Day 4708,16.879999,,,,,
Day 4709,16.780001,,,,,
Day 4710,16.799999,,,,,
Day 4711,16.48,,,,,
Day 4712,16.25,,,,,
Day 4713,15.72,,,,,
Day 4714,15.96,,,,,
Day 4715,16.09,,,,,
Day 4716,16.209999,,,,,
Day 4717,16.27,,,,,
Day 4718,16.120001,,,,,
Day 4719,16.290001,,,,,
Day 4720,16.18,,,,,
Day 4721,16.049999,,,,,
Day 4722,15.85,,,,,
Day 4723,15.85,,,,,
Day 4724,15.9,,,,,
Day 4725,16.15,,,,,
Day 4726,16.09,,,,,
Day 4727,16.120001,,,,,
Day 4728,15.96,,,,,
Day 4729,15.74,,,,,
Day 4730,15.67,,,,,
Day 4731,15.71,,,,,
Day 4732,15.7,,,,,
Day 4733,15.74,,,,,
Day 4734,15.93,,,,,
Day 4735,15.93,,,,,
Day 4736,15.98,,,,,
Day 4737,16.15,,,,,
Day 4738,15.94,,,,,
Day 4739,16.02,,,,,
Day 4740,15.99,,,,,
Day 4741,16.040001,,,,,
Day 4742,16.110001,,,,,
Day 4743,15.98,,,,,
Day 4744,15.97,,,,,
Day 4745,16.16,,,,,
Day 4746,16.24,,,,,
Day 4747,16.27,,,,,
Day 4748,16.35,,,,,
Day 4749,16.07,,,,,
Day 4750,15.81,,,,,
Day 4751,15.83,,,,,
Day 4752,15.7,,,,,
Day 4753,15.82,,,,,
Day 4754,15.8,,,,,
Day 4755,15.8,,,,,
Day 4756,15.73,,,,,
Day 4757,15.44,,,,,
Day 4758,15.55,,,,,
Day 4759,15.59,,,,,
Day 4760,15.56,,,,,
Day 4761,15.6,,,,,
Day 4762,15.19,,,,,
Day 4763,15.36,,,,,
Day 4764,15.55,,,,,
Day 4765,15.49,,,,,
Day 4766,15.67,,,,,
Day 4767,15.85,,,,,
Day 4768,15.82,,,,,
Day 4769,15.84,,,,,
Day 4770,15.93,,,,,
Day 4771,15.9,,,,,
Day 4772,15.9,,,,,
Day 4773,16.09,,,,,
Day 4774,16.139999,,,,,
Day 4775,16.120001,,,,,
Day 4776,16.190001,,,,,
Day 4777,16.280001,,,,,
Day 4778,16.34,,,,,
Day 4779,16.360001,,,,,
Day 4780,16.610001,,,,,
Day 4781,16.58,,,,,
Day 4782,16.59,,,,,
Day 4783,16.57,,,,,
Day 4784,16.459999,,,,,
Day 4785,16.5,,,,,
Day 4786,16.700001,,,,,
Day 4787,15.93,,,,,
Day 4788,16.139999,,,,,
Day 4789,15.43,,,,,
Day 4790,15.5,,,,,
Day 4791,15.01,,,,,
Day 4792,15,,,,,
Day 4793,15.04,,,,,
Day 4794,15.27,,,,,
Day 4795,15.26,,,,,
Day 4796,15.22,,,,,
Day 4797,15.26,,,,,
Day 4798,15.31,,,,,
Day 4799,15.21,,,,,
Day 4800,15.19,,,,,
Day 4801,14.91,,,,,
Day 4802,14.91,,,,,
Day 4803,14.79,,,,,
Day 4804,14.75,,,,,
Day 4805,15.01,,,,,
Day 4806,15,,,,,
Day 4807,15.13,,,,,
Day 4808,15.23,,,,,
Day 4809,15.24,,,,,
Day 4810,15.2,,,,,
Day 4811,15.17,,,,,
Day 4812,15.22,,,,,
Day 4813,15.33,,,,,
Day 4814,15.25,,,,,
Day 4815,15.17,,,,,
Day 4816,15.16,,,,,
Day 4817,15.2,,,,,
Day 4818,15.19,,,,,
Day 4819,15.14,,,,,
Day 4820,15.15,,,,,
Day 4821,15.15,,,,,
Day 4822,15.25,,,,,
Day 4823,15.19,,,,,
Day 4824,15.08,,,,,
Day 4825,15.28,,,,,
Day 4826,15.28,,,,,
Day 4827,15.2,,,,,
Day 4828,14.95,,,,,
Day 4829,15.03,,,,,
Day 4830,15.16,,,,,
Day 4831,15.5,,,,,
Day 4832,15.61,,,,,
Day 4833,15.51,,,,,
Day 4834,15.5,,,,,
Day 4835,15.47,,,,,
Day 4836,15.39,,,,,
Day 4837,15.24,,,,,
Day 4838,15.38,,,,,
Day 4839,15.38,,,,,
Day 4840,15.44,,,,,
Day 4841,15.5,,,,,
Day 4842,15.47,,,,,
Day 4843,15,,,,,
Day 4844,15.33,,,,,
Day 4845,15.29,,,,,
Day 4846,15.25,,,,,
Day 4847,15.2,,,,,
Day 4848,15.22,,,,,
Day 4849,15.34,,,,,
Day 4850,15.35,,,,,
Day 4851,15.32,,,,,
Day 4852,15.09,,,,,
Day 4853,14.76,,,,,
Day 4854,14.7,,,,,
Day 4855,14.78,,,,,
Day 4856,14.58,,,,,
Day 4857,14.56,,,,,
Day 4858,14.61,,,,,
Day 4859,14.65,,,,,
Day 4860,14.73,,,,,
Day 4861,14.83,,,,,
Day 4862,14.79,,,,,
Day 4863,14.74,,,,,
Day 4864,14.6,,,,,
Day 4865,14.42,,,,,
Day 4866,14.38,,,,,
Day 4867,14.62,,,,,
Day 4868,14.71,,,,,
Day 4869,14.67,,,,,
Day 4870,14.65,,,,,
Day 4871,14.67,,,,,
Day 4872,14.86,,,,,
Day 4873,14.89,,,,,
Day 4874,14.86,,,,,
Day 4875,14.87,,,,,
Day 4876,15.02,,,,,
Day 4877,15.07,,,,,
Day 4878,14.98,,,,,
Day 4879,14.92,,,,,
Day 4880,14.97,,,,,
Day 4881,14.94,,,,,
Day 4882,14.87,,,,,
Day 4883,14.77,,,,,
Day 4884,14.95,,,,,
Day 4885,14.97,,,,,
Day 4886,14.89,,,,,
Day 4887,14.93,,,,,
Day 4888,15.22,,,,,
Day 4889,15.21,,,,,
Day 4890,15.06,,,,,
Day 4891,14.94,,,,,
Day 4892,14.98,,,,,
Day 4893,14.96,,,,,
Day 4894,14.92,,,,,
Day 4895,14.93,,,,,
Day 4896,14.97,,,,,
Day 4897,14.99,,,,,
Day 4898,15.03,,,,,
Day 4899,15.02,,,,,
Day 4900,14.99,,,,,
Day 4901,15.07,,,,,
Day 4902,15.01,,,,,
Day 4903,14.97,,,,,
Day 4904,14.72,,,,,
Day 4905,14.7,,,,,
Day 4906,14.68,,,,,
Day 4907,14.76,,,,,
Day 4908,14.76,,,,,
Day 4909,14.69,,,,,
Day 4910,14.71,,,,,
Day 4911,14.78,,,,,
Day 4912,14.85,,,,,
Day 4913,15.02,,,,,
Day 4914,15.01,,,,,
Day 4915,14.92,,,,,
Day 4916,14.88,,,,,
Day 4917,14.82,,,,,
Day 4918,14.85,,,,,
Day 4919,14.87,,,,,
Day 4920,14.88,,,,,
Day 4921,14.96,,,,,
Day 4922,14.93,,,,,
Day 4923,14.89,,,,,
Day 4924,14.8,,,,,
Day 4925,14.73,,,,,
Day 4926,14.58,,,,,
Day 4927,14.5,,,,,
Day 4928,14.57,,,,,
Day 4929,14.56,,,,,
Day 4930,14.51,,,,,
Day 4931,14.19,,,,,
Day 4932,14.14,,,,,
Day 4933,14.14,,,,,
Day 4934,14.05,,,,,
Day 4935,13.82,,,,,
Day 4936,13.84,,,,,
Day 4937,13.93,,,,,
Day 4938,13.93,,,,,
Day 4939,13.81,,,,,
Day 4940,13.55,,,,,
Day 4941,13.64,,,,,
Day 4942,13.9,,,,,
Day 4943,13.85,,,,,
Day 4944,13.87,,,,,
Day 4945,14.07,,,,,
Day 4946,14.08,,,,,
Day 4947,14.04,,,,,
Day 4948,14.11,,,,,
Day 4949,14.13,,,,,
Day 4950,14.12,,,,,
Day 4951,14,,,,,
Day 4952,14.09,,,,,
Day 4953,14.16,,,,,
Day 4954,14.26,,,,,
Day 4955,14.34,,,,,
Day 4956,14.52,,,,,
Day 4957,14.52,,,,,
Day 4958,14.51,,,,,
Day 4959,14.51,,,,,
Day 4960,14.61,,,,,
Day 4961,14.78,,,,,
Day 4962,14.79,,,,,
Day 4963,14.76,,,,,
Day 4964,14.8,,,,,
Day 4965,14.94,,,,,
Day 4966,14.97,,,,,
Day 4967,14.9,,,,,
Day 4968,14.89,,,,,
Day 4969,14.94,,,,,
Day 4970,15.06,,,,,
Day 4971,15.06,,,,,
Day 4972,15.04,,,,,
Day 4973,15.04,,,,,
Day 4974,15.12,,,,,
Day 4975,15.16,,,,,
Day 4976,15.15,,,,,
Day 4977,15.13,,,,,
Day 4978,15.35,,,,,
Day 4979,15.51,,,,,
Day 4980,15.37,,,,,
Day 4981,15.44,,,,,
Day 4982,15.39,,,,,
Day 4983,15.32,,,,,
Day 4984,15.25,,,,,
Day 4985,15.29,,,,,
Day 4986,15.46,,,,,
Day 4987,15.5,,,,,
Day 4988,15.41,,,,,
Day 4989,15.37,,,,,
Day 4990,15.17,,,,,
Day 4991,15.18,,,,,
Day 4992,15.22,,,,,
Day 4993,15.28,,,,,
Day 4994,15.12,,,,,
Day 4995,15.21,,,,,
Day 4996,15.22,,,,,
Day 4997,15.31,,,,,
Day 4998,15.29,,,,,
Day 4999,15.28,,,,,
Day 5000,15.38,,,,,
Day 5001,15.41,,,,,
Day 5002,15.4,,,,,
Day 5003,15.52,,,,,
Day 5004,15.74,,,,,
Day 5005,15.73,,,,,
Day 5006,15.61,,,,,
Day 5007,15.66,,,,,
Day 5008,15.55,,,,,
Day 5009,15.19,,,,,
Day 5010,15.41,,,,,
Day 5011,15.5,,,,,
Day 5012,15.57,,,,,
Day 5013,15.53,,,,,
Day 5014,15.41,,,,,
Day 5015,15.53,,,,,
Day 5016,15.62,,,,,
Day 5017,15.58,,,,,
Day 5018,15.6,,,,,
Day 5019,15.75,,,,,
Day 5020,15.78,,,,,
Day 5021,15.84,,,,,
Day 5022,15.85,,,,,
Day 5023,15.83,,,,,
Day 5024,15.97,,,,,
Day 5025,15.97,,,,,
Day 5026,15.91,,,,,
Day 5027,15.73,,,,,
Day 5028,15.84,,,,,
Day 5029,15.93,,,,,
Day 5030,15.9,,,,,
Day 5031,15.85,,,,,
Day 5032,15.87,,,,,
Day 5033,15.95,,,,,
Day 5034,16.059999,,,,,
Day 5035,16.15,,,,,
Day 5036,16.08,,,,,
Day 5037,16.040001,,,,,
Day 5038,16.200001,,,,,
Day 5039,16.33,,,,,
Day 5040,16.290001,,,,,
Day 5041,16.209999,,,,,
Day 5042,16.16,,,,,
Day 5043,16.18,,,,,
Day 5044,16.139999,,,,,
Day 5045,16.030001,,,,,
Day 5046,15.75,,,,,
Day 5047,15.84,,,,,
Day 5048,15.96,,,,,
Day 5049,16.139999,,,,,
Day 5050,16.07,,,,,
Day 5051,16.15,,,,,
Day 5052,16.190001,,,,,
Day 5053,16.1,,,,,
Day 5054,16.049999,,,,,
Day 5055,16.02,,,,,
Day 5056,16.059999,,,,,
Day 5057,16.15,,,,,
Day 5058,16.280001,,,,,
Day 5059,16.41,,,,,
Day 5060,16.389999,,,,,
Day 5061,16.43,,,,,
Day 5062,16.43,,,,,
Day 5063,16.42,,,,,
Day 5064,16.57,,,,,
Day 5065,16.639999,,,,,
Day 5066,16.67,,,,,
Day 5067,16.68,,,,,
Day 5068,16.66,,,,,
Day 5069,16.59,,,,,
Day 5070,16.530001,,,,,
Day 5071,16.49,,,,,
Day 5072,16.639999,,,,,
Day 5073,16.639999,,,,,
Day 5074,16.58,,,,,
Day 5075,16.66,,,,,
Day 5076,16.68,,,,,
Day 5077,16.790001,,,,,
Day 5078,16.66,,,,,
Day 5079,16.85,,,,,
Day 5080,16.93,,,,,
Day 5081,16.98,,,,,
Day 5082,17.08,,,,,
Day 5083,17.030001,,,,,
Day 5084,17.09,,,,,
Day 5085,16.76,,,,,
Day 5086,16.67,,,,,
Day 5087,16.719999,,,,,
Day 5088,16.860001,,,,,
Day 5089,16.85,,,,,
Day 5090,16.870001,,,,,
Day 5091,16.9,,,,,
Day 5092,16.92,,,,,
Day 5093,16.860001,,,,,
Day 5094,16.74,,,,,
Day 5095,16.73,,,,,
Day 5096,16.82,,,,,
Day 5097,17.02,,,,,
Day 5098,17.049999,,,,,
Day 5099,17.049999,,,,,
Day 5100,17.23,,,,,
Day 5101,17.290001,,,,,
Day 5102,17.32,,,,,
Day 5103,17.23,,,,,
Day 5104,17.209999,,,,,
